company_name,company_address,num_employees_affected,layoff_date,union,union_rep_info,local_workforce_investment_area,date_notice_received,layoff_or_closure,severance,bumping_rights,jobs,updated(BLN)
Red Lion Hotel Woodlake Center,"['500 Leisure Lane', ' Sacramento', ', CA', ' 95815']",120,12/12/16,No,"SEIU-1877
3411 East 12th St. #200
Oakland, CA, 94601Unite Here Local 49
1796 Tribute Rd #200
Sacramento, CA, 95815",Sacramento Employment and Training Agency         ,10/10/16,Closure,Employer did not State,No,"{'Banquet Attendant': 4, 'Banquet Bartender': 3, 'Banquet Captain': 3, 'Banquet Lead': 1, 'Banquet Server': 34, 'Bartender Lounge # 1': 3, 'Chief Engineer': 1, 'Conference Services Mgr': 1, 'Controller': 1, 'Director of Housekeeping': 1, 'Director of Sales': 1, 'Dishroom Attendant': 6, 'Engineer I': 1, 'Engineer I / II': 3, 'Executive Meeting Manager': 1, 'Front Office Agent': 5, 'House Attendant': 2, 'Housekeeping Supervisor': 1, 'HR Director/Manager': 1, 'Kitchen Puchasing Agent': 1, 'Kitchen Supervisor': 1, 'Laundry Attendant': 2, 'Line Cook': 3, 'Lobby Attendant': 3, 'Night Auditor': 2, 'Prep Cook': 5, 'Room Attendant': 13, 'Sales Admin Associate': 1, 'Sales Manager': 1, 'Security Associate': 10, 'Server Rest #1': 3, None: None}",3/16/20
National Steel and Shipbuilding Company (NASSCO),"['2798 East Harbor Drive', ' San Diego', ', CA', ' 92113']",844,1/9/17,Yes,"International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers and Helpers
616 National City Boulevard
National City, CA, 91950","San Diego Workforce Partnership, Inc.             ",1/10/17,Layoff,Employer did not State,Yes,"{'Accuracy Control Technician': 9, 'Assistant Manager Steel': 3, 'Burner': 5, 'Burner 6': 3, 'Burner Trainee A': 1, 'Burner-Cm Operator': 17, 'Burner-Cm Operator Working Foreman': 2, 'Crane Operator-Dt': 5, 'Fitter/Ship': 80, 'Fitter/Ship 3': 1, 'Fitter/Ship 5': 5, 'Fitter/Ship 6': 23, 'Fitter/Ship Leadman': 1, 'Fitter/Ship Trainee A': 46, 'Fitter/Ship Trainee B': 48, 'Fitter/Ship Trainee C': 23, 'Fitter/Ship Trainee D': 4, 'Fitter/Ship Working Foreman': 16, 'General Supervisor I': 4, 'General Supervisor II': 1, 'Layout Man P&S': 4, 'Layout Man P&S 6': 1, 'Layout Man W&O': 17, 'Layout Man W&O 6': 1, 'Layout Man W&O Working Foreman': 3, 'Line Heater': 10, 'Line Heater Trainee A': 1, 'Line Heater Trainee B': 1, 'Line Heater Working Foreman': 2, 'Machine Operator A': 14, 'Machine Operator A Working Foreman': 3, 'Material Chaser': 14, 'Material Chaser 2': 1, 'Material Line Coordinator': 1, 'Pier Coordinator': 1, 'Production Support Specialist II': 1, 'Quality Advocate': 1, 'Rigging Engineer': 1, 'Shipbuilder': 12, 'Shipbuilder Working Foreman': 3, 'Supervisor Production': 44, 'Tank Tester': 8, 'Welder': 73, 'Welder 1': 1, 'Welder 5': 11, 'Welder 6': 18, 'Welder Leadman': 1, 'Welder Trainee A': 36, 'Welder Trainee B': 90, 'Welder Trainee C': 24, 'Welder Working Foreman': 2, 'Welding Maintenance Person': 15, 'Welding Maintenance Person Leadman': 1, 'Welding Maintenance Person Working Foreman': 2, None: None}",3/16/20
"Puglia Engineering, Inc.","['Pier 68-70', ' San Francisco', ', CA', ' 94107']",184,2/26/17,Yes,"Bay Cities Metal Trades Council
4437 James Avenue
Castro Valley, CA, 94546Boilermakers, Lodge 549
2191 Piedmont Way
Pittsburg, CA, 94565Carpenters, Local 2236
115 Broadway
Oakland, CA, 94607IBEW Local #6
55 Fillmore St
San Francisco, CA, 94103Laborers Local #886
8400 Enterprise Way, Rm 110
Oakland, CA, 94621Machinists, Local #1414
150 South Blvd
San Mateo, CA, 94010Operating Engineers #3
828 Mahler Road, Suite B
Burlingame, CA, 94010Painters Local #1176
2020 William St, Ste A1
San Leandro, CA, 94577Pipefitters Local #38
1621 Market St.
San Francisco, CA, 94103Sheet Metal Workers, #104
1939 Market St
San Francisco, CA, 94103Teamsters Local #2785
5 Thomas Mellon Cir, Ste 130
San Francisco, CA, 94134",Office of Economic and Workforce Development SF                                 ,2/17/17,Closure,Employer did not State,Yes,"{'Acct Clk II': 1, 'Administrative Assistant  I': 1, 'Administrative Assistant I': 3, 'Administrative Assistant II': 1, 'Administrative Assistant Ill': 1, 'Asst Dockmaster': 1, 'Competent Person I': 1, 'Contract Admin Sr Prin': 1, 'Craft Foreperson': 26, 'Craft Leadperson': 16, 'Crane Operator': 1, 'Dir I- Gen Mgr': 1, 'Dockmaster II': 1, 'Driver': 1, 'Electrician': 3, 'Environmental Technician III': 1, 'Environmental Technician IV': 1, 'Estimator Sr': 1, 'General  Foreperson': 6, 'General Foreperson': 1, 'HR Business Partner Sr': 1, 'Industrial Nurse RN': 1, 'Lagger': 2, 'Leadingperson  II': 9, 'Machinist': 1, 'Mgr I- Craft': 2, 'Mgr I- Finance': 1, 'Mgr I- SHE': 1, 'Mgr II- Craft': 3, 'Mgr II- Ops': 1, 'Mgr II- Proposals': 1, 'Mgr Ill- HR': 1, 'Mgr- Facilities': 1, 'Outside Machinist': 4, 'Painter': 22, 'Pipefitter': 2, 'Production Laborer': 11, 'Program Mgr I': 1, 'Progressman IV': 1, 'Project Anst Sr': 1, 'Qual Assurance Auditor IV': 1, 'Quality Anst Sr': 1, 'Rigger': 8, 'Safety Technician Ill': 1, 'Scheduler Prin': 1, 'Scheduler Sr': 1, 'Sheet Metal': 2, 'Shipfitter': 1, None: None}",3/16/20
Raley's,"['4300 Sonoma Blvd.', ' Vallejo', ', CA', ' 94589']",65,6/24/17,Yes,"Independent Pharmacists Association (IPA)
UFCW Local 8
2200 Professional Drive
Roseville, CA, 95661UWRU
",Workforce Investment Board of Solano County       ,4/28/17,Closure,Employer did not State,Yes,"{'Assistant Store Team Leader': 1, 'Assistant Team Lead': 2, 'Asst Fresh Serv Deli Team Lead': 1, 'Clerk with Steps': 20, 'Courtesy Clerk': 11, 'Customer Service Team Leader': 1, 'Experienced Clerk': 10, 'Floral Team Lead': 1, 'Food Service Team Leader': 1, 'Journeyman Meat Cutter': 1, 'Meat/Seafood Team Leader': 1, 'NC Exp Pharm Tech': 1, 'Night Crew Team Leader': 1, 'Operations Team Leader': 1, 'Pharmacy Manager': 1, 'Produce Team Leader': 1, 'Receiving Team Leader': 1, 'Rx Tech': 1, 'Senior Clerk': 7, 'Store Team Leader': 1, None: None}",3/16/20
"Nestle USA, Inc.","['736 Garner Road', ' Modesto', ', CA', ' 95361']",78,12/24/16,No,"Stationary Engineers, Local 39
Teamsters, Local 386
","Stanislaus County, Department of Employment and Tr",10/25/16,Layoff,Employer did not State,No,"{'Lead Shift': 6, 'Mechanic Lead': 1, 'Mechanic Maintenance': 7, 'Operator Depalletizer': 4, 'Operator Evaporater': 6, 'Operator Filler': 12, 'Operator Labeler': 18, 'Operator Laboratory': 6, 'Operator Retort': 7, 'Operator Shipping': 6, 'Receiver Raw': 4, 'Sanitation Class I': 1, None: None}",3/16/20
"Nestle USA, Inc.","['736 Garner Road', ' Modesto', ', CA', ' 95357']",93,7/31/17,No,"Stationary Engineers, Local 39
Teamsters Local 386
","Stanislaus County, Department of Employment and Tr",5/26/17,Layoff,Employer did not State,No,"{'Lead Shift': 4, 'Maintenance Mechanic': 17, 'Mechanic Lead': 3, 'Operator Depalletizer': 4, 'Operator Evaporator': 6, 'Operator Filler': 13, 'Operator Labeler': 19, 'Operator Laboratory': 6, 'Operator Retort': 7, 'Operator Shipping': 6, 'Receiver Raw': 4, 'Sanitation Class I': 1, None: None}",3/16/20
Macy's,"[""170 O'Farrell Street"", ' San Francisco', ', CA', ' 94102']",16,3/6/17,No,"UFCW Local 5
323 Geary Street, Room 709
San Francisco, CA, 94102",Office of Economic and Workforce Development SF                                 ,1/9/17,Closure,Employer did not State,No,"{'Accuracy': 2, 'Director, Fine Jewelry': 1, 'General Clerical': 10, 'Jewelry Executive': 1, 'Manager, Operations': 1, 'Receiving Clerks': 1, None: None}",3/16/20
"Mastec North America, Inc.","['1500 South Sunkist St. Suite A/B', ' Anaheim', ', CA', ' 92806']",61,5/2/17,No,"Communications Workers of America, Local 9510
140 South Flower St.
Orange, CA, 92868",City of Anaheim Workforce Development Division    ,3/2/17,Layoff,Employer did not State,No,"{'ADV Supervisor, Field Tech': 1, 'Field Technician': 24, 'Learning Supervisor': 1, 'Regional Inventory Supervisor': 1, None: None}",3/16/20
"Mastec North America, Inc.","['26320 Diamond Place Unit 180', ' Santa Clarita', ', CA', ' 91350']",13,5/2/17,No,"Communications Workers of America, Local 9510
140 South Flower St.
Orange, CA, 92868",Los Angeles County WDACS                                                        ,3/2/17,Layoff,Employer did not State,No,"{'ADV Supervisor, Field Tech': 1, 'Field Technician': 8, None: None}",3/16/20
Pacific Gas and Electric Company (PG&E),"['1020 & 1030 Detroit Avenue', ' Concord', ', CA', ' 94518']",2,3/18/17,Employer did not State,,Contra Costa County Workforce Development Board   ,1/12/17,Layoff,Yes,Employer did not State,"{'Contract Alliance Manager': 1, ""Director's Assistant"": 3, 'Gas Qualification Specialist, Associate': 1, 'IT Systems Administrator': 1, ""Senior Director's Assistant"": 1, 'Supvr, Gas Transmission & Distribution': 1, None: None}",3/16/20
Pacific Gas and Electric Company (PG&E),"['2430 Camino Ramon, Suite 300', ' San Ramon', ', CA', ' 94583']",12,3/18/17,Employer did not State,,Contra Costa County Workforce Development Board   ,1/12/17,Layoff,Yes,Employer did not State,"{'Application Support Analyst': 2, 'Application Support Analyst, Senior': 6, 'Business Analyst': 1, 'Business Analyst, Expert': 1, 'Business Analyst, Senior': 3, 'Business Performance Analyst, Senior': 1, 'Business Process Analyst': 1, 'Business Process Analyst, Principal': 1, 'Business Process Analyst, Senior': 1, 'Business System Specialist': 1, 'Business System Specialist, Expert': 1, 'Compliance Data Analyst, Senior': 1, 'Database Analyst': 1, 'Database Analyst, Senior': 5, ""Director's Assistant"": 1, 'Executive Assistant': 2, 'Gas E&D Safety Technical Spc, Senior': 1, 'Gas IM Engineer, Principal': 1, 'Gas IM Engineer, Senior': 1, 'Gas Operations Compliance, Specialist': 1, 'Gas Records Analyst': 1, 'IT Business Analyst': 1, 'IT Business Analyst, Associate': 2, 'IT Business Analyst, Senior': 2, 'IT Security Administrator, Senior': 1, 'IT Testing Analyst': 2, 'IT Testing Analyst, Senior': 9, 'Programmer Analyst': 1, 'Programmer Analyst, Associate': 2, 'Programmer Analyst, Expert': 1, 'Programmer Analyst, Senior': 18, 'Transportation Business Partner, Prn': 1, None: None}",3/16/20
Pacific Gas and Electric Company (PG&E),"['800 Second Street', ' Antioch', ', CA', ' 94509']",1,3/18/17,Employer did not State,,Contra Costa County Workforce Development Board   ,1/12/17,Layoff,Yes,Employer did not State,"{'IT Planning Analyst, Senior': 1, None: None}",3/16/20
Pacific Gas and Electric Company (PG&E),"['2141 S. Orange Ave', ' Fresno', ', CA', ' 93725']",1,3/18/17,Employer did not State,,Fresno Area Workforce Investment Corporation      ,1/12/17,Layoff,Yes,Employer did not State,"{'Business Analyst, Senior': 1, 'Cust Care Implementation Manager, Senior': 1, 'Digital Media Producer': 1, 'Electric Program Manager': 1, 'Public Safety & Regulatory Specialist': 1, None: None}",3/16/20
Pacific Gas and Electric Company (PG&E),"['343 Sacramento Street', ' Auburn', ', CA', ' 95603']",5,3/18/17,Employer did not State,,Golden Sierra Job Training Agency                 ,1/12/17,Layoff,Yes,Employer did not State,"{'Business Architect, Principal': 1, 'Customer Success Manager, Expert': 1, 'Customer Success Manager, Principal': 1, 'Customer Success Manager, Senior': 1, 'Supvr, Gas Transmission & Distribution': 1, None: None}",3/16/20
Pacific Gas and Electric Company (PG&E),"['6030 West Oaks Blvd', ' Rocklin', ', CA', ' 95765']",3,3/18/17,Employer did not State,,Golden Sierra Job Training Agency                 ,1/12/17,Layoff,Yes,Employer did not State,"{'Application Support Analyst': 1, 'Business Process Analyst, Principal': 1, 'IT Systems Administrator': 1, None: None}",3/16/20
"Prospect Mortgage, LLC","['15301 Ventura Blvd., Suite D300', ' Sherman Oaks', ', CA', ' 91403']",94,1/31/17,No,,City of Los Angeles                               ,12/5/16,Layoff,Employer did not State,No,"{'EDNP': 94, None: None}",3/16/20
"Maker Studios, Inc.","['3562 Eastham Drive', ' Culver City', ', CA', ' 90232']",75,2/23/17,No,,Los Angeles County WDACS                                                        ,2/27/17,Layoff,Employer did not State,No,"{'Account Manager': 2, 'Ad Operations Manager': 1, 'Artists & Repertoire Specialist': 1, 'Associate Manager Current': 2, 'Associate Music Producer': 1, 'Associate Office Administrator': 1, 'Associate Producer': 2, 'Audience Associate': 1, 'Audience Strategist': 4, 'Branded Integrations Associate': 1, 'Branded Integrations Manager': 1, 'Business Operations & Strategy': 1, 'Cinematographer': 1, 'Coordinator, Current': 1, 'Coordinator, Development': 1, 'Creative Director': 1, 'Creative Production Director': 1, 'Designer': 1, 'Development Manager': 2, 'Director & GM, Polaris': 1, 'Director, Development': 1, 'Director, Network Services': 1, 'Director, Software Engineering': 1, 'Distribution Associate': 1, 'Ecommerce Customer Support Coordinator': 1, 'Editorial Director, The Platform': 1, 'Executive Producer, Branded Entertainment': 1, 'Executive Producer, Studios': 1, 'Fulfillment Coordinator': 1, 'Head of Dist & Strategic Partnerships': 1, 'Lead QA Engineer': 1, 'Manager, Ad Operations': 1, 'Manager, Audience Strategy': 1, 'Manager, Creative Services': 1, 'Manager, Current': 2, 'Manager, Marketing Strategy': 1, 'Manager, Sales Research': 1, 'Media Planner': 1, 'Merchandise Ops Manager': 1, 'Merchandise Production Specialist': 1, 'Office Coordinator': 1, 'Office Coordinator (PT)': 1, 'Partner Support Specialist': 3, 'Producer': 3, 'Production Coordinator': 1, 'Sales Manager': 1, 'Software Engineer': 2, 'Sr Concept Writer': 1, 'Sr Dir, Brand Strategy & Communications': 1, 'Sr Dir, Commercial and Talent Strategy': 1, 'Sr Director, Current': 1, 'Sr Manager, Branded Integrations': 2, 'Sr Manager, Programming': 1, 'Sr Manager, Talent Strategy': 1, 'Sr QA Analyst': 2, 'Sr Sales Manager': 1, 'Stages & Equipment Specialist': 1, 'UX Designer': 1, 'VP, Maker Network': 1, 'Wardrobe Specialist': 1, None: None}",3/16/20
Pebble Technology Corporation,"['900 Middlefield Avenue', ' Redwood City', ', CA', ' 94063']",82,12/9/16,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",11/29/16,Closure,Employer did not State,No,"{'Account Management Rep': 1, 'Accountant': 3, 'Customer Support Rep': 7, 'Director': 2, 'Electrical': 1, 'Engineering': 1, 'Executive': 4, 'Industrial Designer': 4, 'Intern': 2, 'Manager': 5, 'Marketing Specialist': 3, 'Mechanical Engineer': 3, 'Product Manager': 1, 'Quality Assurance Tester': 7, 'Sales Account Manager': 2, 'Sales Coordinator': 1, 'Senior Data Scientist': 1, 'Software Developer': 18, 'Supply Chain Manager': 5, 'UI/UX Designer': 4, 'Vice President': 7, None: None}",3/16/20
QuinStreet,"['950 Tower Ln, 6th Floor', ' Foster City', ', CA', ' 94404']",57,1/9/17,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",11/10/16,Layoff,Employer did not State,No,"{'Associate, Account Management - Education': 1, 'Associate, Analyst - B2B': 1, 'Associate, Designer - Creative': 1, 'Associate, Editor - Credit': 1, 'Associate, Editor - HQ': 2, 'Associate, Intern - Creative': 1, 'Associate, Media Associate - Education': 1, 'Associate, Media Associate - HQ': 1, 'Associate, PPC - Education': 1, 'Associate, Web Producer - HQ': 1, 'Director, Account Management - AutoIns': 1, 'Director, Account Management - Education': 1, 'Director, Algo/Stats - Product': 1, 'Director, Analyst - Home Services': 1, 'Director, CSD - B2B': 1, 'Director, Editor - HQ': 1, 'Director, Editor - Mortgage': 1, 'Director, Facilities - Corp Systems': 1, 'Director, PHP Developer - Product': 1, 'Director, PL/SQL Developer - Product': 2, 'Manager, Account Management - Education': 2, 'Manager, Analyst - B2B': 1, 'Manager, Benefits - EBC': 1, 'Manager, Designer - Creative': 1, 'Manager, Editor - B2B': 2, 'Manager, Editor - HQ': 3, 'Manager, Java Developer - Product': 1, 'Manager, Office Management - Administration': 1, 'Manager, Operations - Mortgage': 1, 'Manager, PHP Developer - Education': 1, 'Manager, Sales Support - B2B': 1, 'Senior Director, Tech Lead - Product': 1, 'Senior Manager, Account Management - Mortgage': 1, 'Senior Manager, Analyst - B2B': 1, 'Senior Manager, CSD - AutoIns': 1, 'Senior Manager, CSD - Mortgage': 1, 'Senior Manager, Database Administration - IT/Ops': 1, 'Senior Manager, Designer - Creative': 1, 'Senior Manager, Desktop Support - Corp Systems': 1, 'Senior Manager, Editor - AutoIns': 1, 'Senior Manager, Editor - B2B': 3, 'Senior Manager, ETL - Product': 1, 'Senior Manager, ININ Developer - IT/Ops': 1, 'Senior Manager, Java Developer - Education': 1, 'Senior Manager, Operations - Education': 1, 'Senior Manager, PPC - Fin Svcs Shared': 1, 'Senior Manager, Quality Assurance - Education': 1, 'Senior Manager, Web Producer - HQ': 1, 'Senior Manager, Web Producer - Mortgage': 1, None: None}",3/16/20
"OncoMed Pharmaceuticals, Inc.","['800 Chesapeake Drive', ' Redwood City', ', CA', ' 94063']",60,4/25/17,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",4/24/17,Layoff,Yes,No,"{'Accounts Payable': 1, 'Admin Assistant': 1, 'Animal Care Technician': 1, 'Associate Director': 5, 'Associate Ill': 1, 'Associate Scientist': 10, 'Contract manager': 1, 'Director': 3, 'Executive Assistant': 1, 'Executive Director': 1, 'Facility Maintenance Level 1': 1, 'Intern': 1, 'IT System Administrator': 1, 'Manager': 2, 'QC Associate': 1, 'Research Assistant': 1, 'Research Associate': 1, 'Scientist': 7, 'Senior Director': 5, 'Sr. Animal Care Technician': 1, 'Sr. Manager': 4, 'Sr. Patent Agent II': 1, 'Sr. Research Associate': 2, 'Sr. Scientist': 4, 'Sr. Scientist II': 3, None: None}",3/16/20
Ryder,"['1364 West Rialto Ave.', ' Rialto', ', CA', ' 92376']",28,1/13/17,No,,"San Bernardino County, Jobs and Employment Service",12/20/16,Layoff,Employer did not State,No,"{'Administrative Assistant': 1, 'Clerks': 7, 'Group Logistics manager': 1, 'team leads': 3, 'Warehouse associate': 12, 'Warehouse managers': 2, 'Warehouse supervisors': 2, None: None}",3/16/20
"National Distribution Centers, LLC","['15750 Mountain Ave', ' Chino', ', CA', ' 91708']",102,2/28/17,No,,"San Bernardino County, Jobs and Employment Service",1/30/17,Closure,Employer did not State,No,"{'Custodian': 2, 'Customer Service Lead': 1, 'Cycle Counter': 7, 'Distribution CSR': 2, 'Forklift Operator': 4, 'General Manager I': 1, 'Inventory Control Clerk': 2, 'Inventory Control Supervisor': 1, 'Lift Operator Class II': 5, 'Material Handler': 62, 'Office Coordinator': 1, 'Receiving Clerk': 1, 'Selector': 5, 'Warehouse Operations Lead': 4, 'Warehouse Operations Manager II': 2, 'Warehouse Supervisor I': 2, None: None}",3/16/20
